date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:31	48324/48324	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/b2.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/b2.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog.html)
09:24:32	32812/32812	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/b3.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/b3.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog.html)
09:24:33	4339/4339	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/js/imagezoom.js	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/js/imagezoom.js	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:24:33	26568/26568	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/b4.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/b4.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog.html)
09:24:35	54915/54915	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/js/jquery.flexslider.js	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/js/jquery.flexslider.js	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:24:36	6775/6775	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/css/flexslider.css	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:24:44	109187/109187	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/s1.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/s1.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:24:45	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:24:43%20GMT	https://p.w3layouts.com/demos/new_fashions/web/mail-to:%20info@example.com	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/mail-to_%20info@example.com	(from https://p.w3layouts.com/demos/new_fashions/web/contact.html)
09:24:47	2907/2907	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/b-arrow.png	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/b-arrow.png	(from https://p.w3layouts.com/demos/new_fashions/web/css/form.css)
09:25:01	199356/199356	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/s2.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/s2.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:25:03	987/987	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/avatar.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/avatar.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog-single.html)
09:25:03	144683/144683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/banner3.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/banner3.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog-single.html)
09:25:10	21317/21317	---MCZ	200	added ('OK')	application/javascript	etag:W/%225345-5665fea03f922%22	http://cdn.fancybar.net/ac/fancybar.js?zoneid=1502&serve=C6ADVKE&placement=w3layouts	C:/templatefront/emon/cdn.fancybar.net/ac/fancybar6a2f.js	(from https://p.w3layouts.com/demos/new_fashions/web/pblog.html)
09:25:10	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:25:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/fonts/webfont/flexslider-icon.eot	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/fonts/webfont/flexslider-icon.eot	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:11	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:25:09%20GMT	https://p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.eot?	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icond41d.eot	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:13	243701/243701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/s3.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/s3.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/single.html)
09:25:18	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:25:09%20GMT	https://p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.woff	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.woff	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:18	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:25:16%20GMT	https://p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.ttf	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.ttf	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:20	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Nov%202018%2002:25:16%20GMT	https://p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.svg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/fonts/webfonts/flexslider-icon.svg	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:22	2976/2976	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/left.png	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/left.png	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
09:25:48	2960/2960	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/right.png	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/right.png	(from https://p.w3layouts.com/demos/new_fashions/web/css/flexslider.css)
